死因,年,月,年月日,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,10歳未満,10代,20代,30代,40代,50代,60代,70代,80歳以上,不詳,合計
Se03 食道の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,0,0,0,0,2,2,9,35,62,146,158,169,154,139,74,31,13,2,0,0,0,2,11,97,304,323,259,0,996
Se04 胃の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,0,1,3,5,22,33,42,69,167,380,466,572,730,691,573,277,80,4,0,0,4,27,75,236,846,1302,1625,0,4115
Se05 結腸の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,1,0,3,3,21,20,35,45,95,217,261,335,381,424,369,219,84,10,0,1,3,24,55,140,478,716,1106,0,2523
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,0,0,1,3,4,11,22,41,91,150,171,204,188,169,108,71,25,1,0,0,1,7,33,132,321,392,374,0,1260
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,0,0,0,1,5,7,20,44,112,251,302,413,573,492,308,111,36,3,0,0,0,6,27,156,553,986,950,1,2679
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,0,0,0,2,1,4,4,21,34,84,108,174,257,315,279,151,54,5,0,0,0,3,8,55,192,431,804,0,1493
Se09 膵の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,0,0,0,1,4,18,21,54,138,274,288,356,394,424,266,128,49,4,0,0,0,5,39,192,562,750,871,0,2419
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,2,0,0,3,14,31,43,93,212,529,651,791,1082,1111,739,321,82,12,0,2,0,17,74,305,1180,1873,2265,0,5716
Se11 乳房の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,0,0,1,5,18,42,74,85,110,178,131,127,107,85,75,50,20,4,0,0,1,23,116,195,309,234,234,0,1112
Se12 子宮の悪性新生物＜腫瘍＞,2011,5,2011-05-01,0,0,0,0,0,4,6,21,19,20,36,56,57,57,53,49,53,50,25,9,0,0,0,4,27,39,92,114,102,137,0,515
Se13 白血病,2011,5,2011-05-01,3,3,5,5,5,4,3,10,10,14,14,33,70,77,78,111,98,80,26,10,1,6,10,9,13,24,47,147,189,215,0,660
Se14 糖尿病,2011,5,2011-05-01,0,0,0,0,1,1,0,5,10,10,24,26,94,94,120,187,232,214,109,42,4,0,0,2,5,20,50,188,307,601,0,1173
Se15 高血圧性疾患,2011,5,2011-05-01,0,0,0,0,0,0,1,0,3,3,5,2,17,20,28,49,73,119,105,63,23,0,0,0,1,6,7,37,77,383,0,511
Se16 心疾患（高血圧性を除く）,2011,5,2011-05-01,13,3,4,9,12,22,29,53,115,131,224,389,670,721,1119,1805,2682,3118,2529,1346,307,16,13,34,82,246,613,1391,2924,9982,10,15311
Se17 急性心筋梗塞,2011,5,2011-05-01,0,0,0,0,1,1,5,15,32,48,83,114,204,254,303,486,645,618,403,142,24,0,0,2,20,80,197,458,789,1832,0,3378
Se18 その他の虚血性心疾患,2011,5,2011-05-01,0,0,1,1,4,2,5,8,27,19,53,107,156,153,253,375,497,447,281,127,25,0,2,6,13,46,160,309,628,1377,5,2546
Se19 不整脈及び伝導障害,2011,5,2011-05-01,4,0,1,5,5,12,6,15,20,29,42,62,90,101,174,235,384,415,340,171,31,4,6,17,21,49,104,191,409,1341,4,2146
Se20 心不全,2011,5,2011-05-01,2,0,0,3,0,4,7,10,23,19,28,70,134,136,249,519,826,1271,1249,761,196,2,3,4,17,42,98,270,768,4303,0,5507
Se21 脳血管疾患,2011,5,2011-05-01,2,1,0,0,0,6,7,40,61,101,151,223,449,509,772,1292,1945,2257,1610,757,149,3,0,6,47,162,374,958,2064,6718,2,10334
Se22 くも膜下出血,2011,5,2011-05-01,0,0,0,0,0,2,4,22,32,43,50,62,108,99,109,145,196,150,75,24,2,0,0,2,26,75,112,207,254,447,0,1123
Se23 脳内出血,2011,5,2011-05-01,2,1,0,0,0,2,3,16,27,52,83,127,226,212,290,408,552,508,264,97,14,3,0,2,19,79,210,438,698,1435,2,2886
Se24 脳梗塞,2011,5,2011-05-01,0,0,0,0,0,1,0,1,1,2,15,26,105,181,356,703,1159,1551,1230,620,129,0,0,1,1,3,41,286,1059,4689,0,6080
Se25 大動脈瘤及び解離,2011,5,2011-05-01,0,0,0,0,0,1,1,2,5,4,22,21,72,81,119,199,256,251,139,42,4,0,0,1,3,9,43,153,318,692,0,1219
Se26 肺炎,2011,5,2011-05-01,4,0,1,2,2,3,3,9,7,16,40,103,207,303,538,1165,2184,2749,2121,1159,241,4,3,5,12,23,143,510,1703,8454,1,10858
Se27 慢性閉塞性肺疾患,2011,5,2011-05-01,0,0,1,0,0,0,0,0,0,2,3,6,24,53,102,214,368,333,184,65,7,0,1,0,0,2,9,77,316,957,0,1362
Se28 喘息,2011,5,2011-05-01,0,0,0,0,0,0,0,4,2,3,2,5,7,7,14,28,37,35,43,14,4,0,0,0,4,5,7,14,42,133,0,205
Se29 肝疾患,2011,5,2011-05-01,3,0,0,0,0,0,6,11,34,50,86,116,177,152,153,180,141,118,50,11,3,3,0,0,17,84,202,329,333,323,1,1292
Se30 腎不全,2011,5,2011-05-01,0,0,1,0,0,1,1,3,6,5,13,23,63,68,139,237,389,471,389,177,28,0,1,1,4,11,36,131,376,1454,0,2014
Se31 老衰,2011,5,2011-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,93,335,784,1229,1079,471,0,0,0,0,0,0,3,112,3898,0,4013
Se32 不慮の事故,2011,5,2011-05-01,83,86,82,83,85,94,102,140,159,165,229,327,428,431,559,718,825,610,328,114,14,169,165,179,242,324,556,859,1277,1891,169,5831
Se33 交通事故,2011,5,2011-05-01,6,5,6,19,14,20,13,23,21,21,25,38,44,44,42,61,54,26,7,0,0,11,25,34,36,42,63,88,103,87,1,490
Se34 自殺,2011,5,2011-05-01,0,0,9,52,155,202,229,296,251,266,258,297,329,234,198,180,121,83,30,5,2,0,61,357,525,517,555,563,378,241,12,3209
総数,2011,6,2011-06-01,294,82,72,147,277,319,430,674,949,1221,1890,2993,5752,6385,8828,12870,16649,16586,12097,5886,1454,376,219,596,1104,2170,4883,12137,21698,52672,245,96100
Se01 結核,2011,6,2011-06-01,0,0,0,0,1,0,0,0,0,0,1,3,3,8,10,30,44,40,29,12,1,0,0,1,0,0,4,11,40,126,0,182
Se02 悪性新生物＜腫瘍＞,2011,6,2011-06-01,8,21,9,9,20,29,65,123,243,380,739,1330,2819,3052,3888,4983,5087,3630,1779,564,77,29,18,49,188,623,2069,5871,8871,11137,3,28858
Se03 食道の悪性新生物＜腫瘍＞,2011,6,2011-06-01,0,0,0,0,0,0,1,0,4,8,26,55,144,168,152,178,134,71,28,11,1,0,0,0,1,12,81,312,330,245,0,981
Se04 胃の悪性新生物＜腫瘍＞,2011,6,2011-06-01,0,0,0,0,0,6,13,20,28,36,82,168,384,425,519,724,720,536,295,80,9,0,0,6,33,64,250,809,1243,1640,0,4045
Se05 結腸の悪性新生物＜腫瘍＞,2011,6,2011-06-01,0,0,0,0,0,1,3,10,9,29,60,95,226,239,318,356,428,352,219,67,11,0,0,1,13,38,155,465,674,1077,0,2423
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2011,6,2011-06-01,0,0,0,0,0,1,2,3,11,30,36,76,163,142,174,170,155,119,57,20,1,0,0,1,5,41,112,305,344,352,2,1162
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2011,6,2011-06-01,1,0,0,0,0,0,5,7,8,15,63,86,222,265,433,569,468,276,114,22,4,1,0,0,12,23,149,487,1002,884,0,2558
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2011,6,2011-06-01,0,0,0,0,0,0,0,0,2,7,15,43,97,118,172,243,326,275,130,53,6,0,0,0,0,9,58,215,415,790,0,1487
Se09 膵の悪性新生物＜腫瘍＞,2011,6,2011-06-01,0,0,0,0,0,0,2,1,11,27,58,99,235,267,344,421,392,264,132,51,9,0,0,0,3,38,157,502,765,848,0,2313
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2011,6,2011-06-01,0,1,0,0,2,0,2,8,34,47,102,221,554,627,817,1049,1102,715,273,92,11,1,0,2,10,81,323,1181,1866,2193,0,5657
Se11 乳房の悪性新生物＜腫瘍＞,2011,6,2011-06-01,0,0,0,0,1,2,7,21,42,59,93,140,166,124,93,89,88,67,42,22,3,0,0,3,28,101,233,290,182,222,1,1060
Se12 子宮の悪性新生物＜腫瘍＞,2011,6,2011-06-01,0,0,0,0,0,2,5,15,24,23,42,50,59,52,57,59,57,41,23,3,0,0,0,2,20,47,92,111,116,124,0,512
Se13 白血病,2011,6,2011-06-01,3,6,3,2,6,5,12,5,12,14,18,32,70,72,90,128,102,67,28,5,0,9,5,11,17,26,50,142,218,202,0,680
Se14 糖尿病,2011,6,2011-06-01,0,0,0,0,1,1,1,3,6,12,30,34,92,102,104,148,200,194,119,47,8,0,0,2,4,18,64,194,252,568,0,1102
Se15 高血圧性疾患,2011,6,2011-06-01,0,0,0,0,0,1,2,0,2,2,4,10,18,22,34,52,66,113,95,66,17,0,0,1,2,4,14,40,86,357,0,504
Se16 心疾患（高血圧性を除く）,2011,6,2011-06-01,4,4,2,5,13,12,28,60,100,120,201,326,656,717,1063,1536,2448,2774,2281,1152,306,8,7,25,88,220,527,1373,2599,8961,1,13809
Se17 急性心筋梗塞,2011,6,2011-06-01,0,0,0,0,2,2,5,15,30,37,69,95,218,227,310,377,585,497,332,128,28,0,0,4,20,67,164,445,687,1570,0,2957
Se18 その他の虚血性心疾患,2011,6,2011-06-01,0,0,0,0,0,2,5,18,20,23,59,95,157,179,275,338,433,403,239,128,26,0,0,2,23,43,154,336,613,1229,1,2401
Se19 不整脈及び伝導障害,2011,6,2011-06-01,1,0,0,0,1,2,8,9,20,16,25,55,89,93,148,219,349,397,296,140,35,1,0,3,17,36,80,182,367,1217,0,1903
Se20 心不全,2011,6,2011-06-01,0,0,2,3,6,2,6,12,23,27,31,50,123,137,222,433,807,1141,1138,648,192,0,5,8,18,50,81,260,655,3926,0,5003
Se21 脳血管疾患,2011,6,2011-06-01,0,1,1,2,3,9,19,28,66,112,123,208,391,432,705,1150,1746,1910,1421,661,142,1,3,12,47,178,331,823,1855,5880,4,9134
Se22 くも膜下出血,2011,6,2011-06-01,0,0,1,1,2,6,8,14,28,46,42,60,109,84,101,123,143,121,55,20,1,0,2,8,22,74,102,193,224,340,0,965
Se23 脳内出血,2011,6,2011-06-01,0,1,0,0,1,3,10,10,27,51,64,120,180,193,240,343,474,413,225,76,17,1,0,4,20,78,184,373,583,1205,3,2451
Se24 脳梗塞,2011,6,2011-06-01,0,0,0,0,0,0,1,2,8,9,9,24,92,143,341,661,1086,1347,1116,542,117,0,0,0,3,17,33,235,1002,4208,1,5499
Se25 大動脈瘤及び解離,2011,6,2011-06-01,0,0,0,0,0,0,3,5,7,11,14,23,52,67,76,155,217,221,123,35,3,0,0,0,8,18,37,119,231,599,0,1012
Se26 肺炎,2011,6,2011-06-01,10,3,1,1,0,3,4,12,9,17,27,60,165,282,517,1118,1863,2377,1894,961,229,13,2,3,16,26,87,447,1635,7324,1,9554
Se27 慢性閉塞性肺疾患,2011,6,2011-06-01,2,0,0,0,0,0,0,1,4,0,0,8,14,54,94,231,347,311,176,57,12,2,0,0,1,4,8,68,325,903,0,1311
Se28 喘息,2011,6,2011-06-01,0,0,0,1,1,0,2,1,1,2,2,2,3,8,11,21,21,43,30,14,6,0,1,1,3,3,4,11,32,114,0,169
Se29 肝疾患,2011,6,2011-06-01,3,0,2,0,1,0,5,19,36,52,82,116,150,166,173,174,163,122,46,14,1,3,2,1,24,88,198,316,347,346,0,1325
Se30 腎不全,2011,6,2011-06-01,1,1,1,0,1,1,2,1,3,3,13,17,62,70,125,232,377,452,326,152,34,2,1,2,3,6,30,132,357,1341,0,1874
Se31 老衰,2011,6,2011-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,6,23,89,336,728,1129,959,391,0,0,0,0,0,0,8,112,3543,0,3663
Se32 不慮の事故,2011,6,2011-06-01,47,35,32,48,53,60,62,90,123,101,168,200,315,333,494,548,586,509,284,103,19,82,80,113,152,224,368,648,1042,1501,190,4400
Se33 交通事故,2011,6,2011-06-01,2,4,0,19,24,15,18,20,27,15,29,29,34,37,54,63,54,21,8,1,0,6,19,39,38,42,58,71,117,84,0,474
Se34 自殺,2011,6,2011-06-01,0,0,5,59,152,163,166,230,225,242,251,258,283,235,192,181,115,52,27,7,0,0,64,315,396,467,509,518,373,201,9,2852
総数,2011,7,2011-07-01,293,64,73,166,270,330,427,733,918,1273,1896,3054,5718,6710,8927,12902,16671,17028,12084,5883,1469,357,239,600,1160,2191,4950,12428,21829,53135,121,97010
Se01 結核,2011,7,2011-07-01,0,0,0,0,0,0,1,0,0,0,2,2,5,5,9,18,40,44,24,5,0,0,0,0,1,0,4,10,27,113,1,156
Se02 悪性新生物＜腫瘍＞,2011,7,2011-07-01,11,9,9,10,20,32,52,151,236,396,729,1360,2801,3263,4003,5006,5237,3976,1880,619,77,20,19,52,203,632,2089,6064,9009,11789,1,29878
Se03 食道の悪性新生物＜腫瘍＞,2011,7,2011-07-01,0,0,0,0,0,0,0,0,7,10,31,71,133,184,173,170,125,71,27,6,1,0,0,0,0,17,102,317,343,230,0,1009
Se04 胃の悪性新生物＜腫瘍＞,2011,7,2011-07-01,0,0,0,0,1,7,12,21,28,50,92,179,419,429,594,697,711,559,293,94,8,0,0,8,33,78,271,848,1291,1665,0,4194
Se05 結腸の悪性新生物＜腫瘍＞,2011,7,2011-07-01,0,0,0,0,1,3,3,10,22,41,61,118,203,248,312,381,439,436,267,90,14,0,0,4,13,63,179,451,693,1246,0,2649
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2011,7,2011-07-01,0,0,0,0,0,0,1,7,5,21,43,71,153,160,189,187,153,124,62,22,4,0,0,0,8,26,114,313,376,365,0,1202
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2011,7,2011-07-01,0,0,0,0,0,1,0,7,8,23,47,97,240,285,399,565,510,266,123,29,4,0,0,1,7,31,144,525,964,932,0,2604
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2011,7,2011-07-01,0,0,0,0,1,0,0,4,3,7,21,40,105,129,179,259,321,308,137,52,3,0,0,1,4,10,61,234,438,821,0,1569
Se09 膵の悪性新生物＜腫瘍＞,2011,7,2011-07-01,0,0,0,0,0,0,1,2,13,28,49,115,248,328,372,408,412,301,146,41,2,0,0,0,3,41,164,576,780,902,0,2466
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2011,7,2011-07-01,1,0,0,0,0,3,4,11,26,34,97,235,483,674,835,1073,1159,795,294,95,13,1,0,3,15,60,332,1157,1908,2356,0,5832
Se11 乳房の悪性新生物＜腫瘍＞,2011,7,2011-07-01,0,0,0,0,0,1,4,22,38,71,92,125,180,138,91,106,109,67,48,17,3,0,0,1,26,109,217,318,197,244,0,1112
Se12 子宮の悪性新生物＜腫瘍＞,2011,7,2011-07-01,0,0,0,0,0,3,9,14,23,18,36,45,56,60,62,62,48,58,22,7,1,0,0,3,23,41,81,116,124,136,0,524
Se13 白血病,2011,7,2011-07-01,3,1,3,3,5,7,5,11,13,10,15,32,74,77,89,132,122,65,21,6,1,4,6,12,16,23,47,151,221,215,0,695
Se14 糖尿病,2011,7,2011-07-01,0,1,0,0,0,1,5,5,5,15,16,39,86,101,116,140,172,176,120,39,5,1,0,1,10,20,55,187,256,512,0,1042
Se15 高血圧性疾患,2011,7,2011-07-01,0,0,0,0,0,0,0,0,3,4,6,13,16,22,28,42,66,93,107,60,24,0,0,0,0,7,19,38,70,350,1,485
Se16 心疾患（高血圧性を除く）,2011,7,2011-07-01,7,0,6,5,9,21,31,62,93,133,197,303,579,681,1008,1581,2303,2807,2255,1165,261,7,11,30,93,226,500,1260,2589,8791,5,13512
Se17 急性心筋梗塞,2011,7,2011-07-01,0,0,0,0,1,2,7,14,26,43,54,109,173,216,285,382,534,499,318,101,12,0,0,3,21,69,163,389,667,1464,1,2777
Se18 その他の虚血性心疾患,2011,7,2011-07-01,0,0,0,0,1,2,5,17,28,32,47,81,164,189,250,355,394,419,271,101,24,0,0,3,22,60,128,353,605,1209,2,2382
Se19 不整脈及び伝導障害,2011,7,2011-07-01,0,0,3,4,2,9,9,13,14,25,42,35,88,83,127,202,345,371,286,145,23,0,7,11,22,39,77,171,329,1170,2,1828
Se20 心不全,2011,7,2011-07-01,2,0,2,0,3,4,6,7,13,20,35,44,102,125,223,447,777,1213,1115,724,187,2,2,7,13,33,79,227,670,4016,0,5049
Se21 脳血管疾患,2011,7,2011-07-01,3,0,1,0,4,5,15,40,66,82,155,207,363,452,735,1177,1770,1886,1420,626,122,3,1,9,55,148,362,815,1912,5824,3,9132
Se22 くも膜下出血,2011,7,2011-07-01,0,0,0,0,2,4,9,18,28,39,50,66,90,87,111,127,165,126,59,17,5,0,0,6,27,67,116,177,238,372,0,1003
Se23 脳内出血,2011,7,2011-07-01,0,0,1,0,1,0,6,18,32,36,78,92,160,155,268,393,445,422,244,93,12,0,1,1,24,68,170,315,661,1216,1,2457
Se24 脳梗塞,2011,7,2011-07-01,1,0,0,0,0,1,0,3,3,4,21,40,101,202,337,632,1122,1302,1089,507,104,1,0,1,3,7,61,303,969,4124,2,5471
Se25 大動脈瘤及び解離,2011,7,2011-07-01,0,0,0,0,0,0,1,5,3,12,12,22,50,67,92,141,208,211,102,29,5,0,0,0,6,15,34,117,233,555,0,960
Se26 肺炎,2011,7,2011-07-01,5,2,2,1,2,2,2,7,7,17,21,54,167,253,490,978,1841,2364,1858,900,223,7,3,4,9,24,75,420,1468,7186,0,9196
Se27 慢性閉塞性肺疾患,2011,7,2011-07-01,1,0,0,0,0,0,0,0,0,1,1,5,19,63,108,203,303,325,159,48,4,1,0,0,0,1,6,82,311,839,0,1240
Se28 喘息,2011,7,2011-07-01,0,0,0,0,0,0,2,1,2,0,1,3,7,2,5,10,19,28,26,14,2,0,0,0,3,2,4,9,15,89,0,122
Se29 肝疾患,2011,7,2011-07-01,3,0,0,0,0,2,5,13,30,62,76,107,148,151,172,182,159,112,54,21,4,3,0,2,18,92,183,299,354,350,0,1301
Se30 腎不全,2011,7,2011-07-01,0,0,0,0,0,0,1,2,1,3,11,18,41,69,102,245,344,430,328,129,27,0,0,0,3,4,29,110,347,1258,0,1751
Se31 老衰,2011,7,2011-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,27,89,305,800,1192,965,454,0,0,0,0,0,0,7,116,3716,0,3839
Se32 不慮の事故,2011,7,2011-07-01,65,38,28,78,83,95,96,140,142,166,219,286,411,416,517,691,709,556,304,121,29,103,106,178,236,308,505,827,1208,1719,51,5241
Se33 交通事故,2011,7,2011-07-01,8,5,3,20,29,20,19,31,24,25,28,28,47,30,57,58,53,31,8,1,0,13,23,49,50,49,56,77,115,93,1,526
Se34 自殺,2011,7,2011-07-01,0,0,10,43,123,137,159,209,203,197,216,238,267,227,190,158,122,92,28,11,0,0,53,260,368,400,454,494,348,253,18,2648
総数,2011,8,2011-08-01,301,80,71,180,307,351,447,708,1016,1344,1874,3241,6038,6629,9270,13301,17085,17177,12456,6094,1457,381,251,658,1155,2360,5115,12667,22571,54269,189,99616
Se01 結核,2011,8,2011-08-01,0,0,0,0,0,0,0,0,2,3,0,3,9,7,20,19,30,41,25,7,0,0,0,0,0,5,3,16,39,103,0,166
Se02 悪性新生物＜腫瘍＞,2011,8,2011-08-01,10,7,14,14,17,25,63,158,253,402,741,1416,2900,3184,4067,5208,5290,3942,1968,606,85,17,28,42,221,655,2157,6084,9275,11891,0,30370
Se03 食道の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,0,0,0,0,0,6,3,28,64,123,164,169,178,134,88,29,8,2,0,0,0,0,9,92,287,347,261,0,996
Se04 胃の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,1,1,5,8,28,22,53,102,183,391,461,594,690,756,551,315,115,16,0,1,6,36,75,285,852,1284,1753,0,4292
Se05 結腸の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,1,2,2,1,8,17,29,45,115,234,243,341,400,432,431,273,72,12,0,1,4,9,46,160,477,741,1220,0,2658
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,0,0,0,2,5,8,13,37,92,169,145,177,195,161,121,72,18,4,0,0,0,7,21,129,314,372,376,0,1219
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,0,0,0,0,5,13,24,44,88,245,284,407,586,507,304,92,29,1,0,0,0,5,37,132,529,993,933,0,2629
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,0,0,0,0,3,5,5,21,44,95,111,190,265,340,276,168,38,5,0,0,0,3,10,65,206,455,827,0,1566
Se09 膵の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,0,0,0,5,14,16,22,66,120,261,297,375,410,378,260,155,33,6,0,0,0,19,38,186,558,785,832,0,2418
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,0,0,1,8,9,27,57,101,224,564,679,820,1117,1188,765,294,101,14,0,0,1,17,84,325,1243,1937,2362,0,5969
Se11 乳房の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,0,0,0,10,17,38,64,98,124,168,118,120,107,96,79,54,10,5,0,0,0,27,102,222,286,227,244,0,1108
Se12 子宮の悪性新生物＜腫瘍＞,2011,8,2011-08-01,0,0,0,0,0,2,8,13,31,24,40,44,66,53,52,59,55,44,19,9,0,0,0,2,21,55,84,119,111,127,0,519
Se13 白血病,2011,8,2011-08-01,4,1,6,7,2,2,2,13,7,11,20,44,65,71,93,136,109,94,29,10,0,5,13,4,15,18,64,136,229,242,0,726
Se14 糖尿病,2011,8,2011-08-01,0,0,0,0,0,0,0,2,6,9,14,41,67,67,145,177,183,188,107,49,7,0,0,0,2,15,55,134,322,534,0,1062
Se15 高血圧性疾患,2011,8,2011-08-01,0,0,0,0,1,0,0,1,1,0,2,8,17,9,20,42,82,103,106,78,26,0,0,1,1,1,10,26,62,395,0,496
Se16 心疾患（高血圧性を除く）,2011,8,2011-08-01,8,1,2,6,13,22,26,62,84,140,219,340,644,687,970,1598,2340,2751,2266,1175,236,9,8,35,88,224,559,1331,2568,8768,4,13594
Se17 急性心筋梗塞,2011,8,2011-08-01,1,0,0,0,4,2,7,10,31,38,71,122,208,224,263,409,530,532,324,151,20,1,0,6,17,69,193,432,672,1557,1,2948
Se18 その他の虚血性心疾患,2011,8,2011-08-01,0,0,0,0,0,5,5,17,18,32,60,82,170,172,241,353,410,396,247,125,22,0,0,5,22,50,142,342,594,1200,3,2358
Se19 不整脈及び伝導障害,2011,8,2011-08-01,1,0,2,3,3,8,8,17,11,25,28,44,96,107,130,218,364,373,329,129,26,1,5,11,25,36,72,203,348,1221,0,1922
Se20 心不全,2011,8,2011-08-01,0,0,0,1,5,4,6,13,12,23,32,55,112,118,224,436,780,1136,1122,677,150,0,1,9,19,35,87,230,660,3865,0,4906
Se21 脳血管疾患,2011,8,2011-08-01,2,1,1,0,6,2,18,43,75,96,140,204,422,467,725,1217,1769,1903,1421,657,135,3,1,8,61,171,344,889,1942,5885,1,9305
Se22 くも膜下出血,2011,8,2011-08-01,0,0,0,0,2,1,8,17,40,44,54,66,107,81,116,144,161,107,62,20,2,0,0,3,25,84,120,188,260,352,0,1032
Se23 脳内出血,2011,8,2011-08-01,1,1,1,0,2,1,9,21,29,44,72,103,174,199,249,384,461,402,227,75,11,2,1,3,30,73,175,373,633,1176,0,2466
Se24 脳梗塞,2011,8,2011-08-01,0,0,0,0,1,0,0,3,2,7,10,30,129,179,342,663,1110,1361,1100,547,119,0,0,1,3,9,40,308,1005,4237,1,5604
Se25 大動脈瘤及び解離,2011,8,2011-08-01,0,0,0,1,1,1,1,6,3,11,13,24,60,62,89,154,220,211,117,42,6,0,1,2,7,14,37,122,243,596,0,1022
Se26 肺炎,2011,8,2011-08-01,11,2,0,1,3,6,4,8,9,23,28,68,157,266,521,1061,1883,2322,1883,959,214,13,1,9,12,32,96,423,1582,7261,0,9429
Se27 慢性閉塞性肺疾患,2011,8,2011-08-01,0,0,0,0,1,0,0,0,0,1,6,6,20,48,96,222,357,308,172,54,11,0,0,1,0,1,12,68,318,902,0,1302
Se28 喘息,2011,8,2011-08-01,1,0,1,0,0,4,0,1,1,2,2,4,4,6,8,15,22,28,21,8,6,1,1,4,1,3,6,10,23,85,0,134
Se29 肝疾患,2011,8,2011-08-01,2,0,1,0,0,1,1,19,34,58,60,118,163,143,152,156,158,127,49,18,0,2,1,1,20,92,178,306,308,352,0,1260
Se30 腎不全,2011,8,2011-08-01,1,0,1,0,0,0,0,2,3,5,8,23,61,87,153,213,368,417,336,134,22,1,1,0,2,8,31,148,366,1277,0,1834
Se31 老衰,2011,8,2011-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,7,21,106,360,842,1236,1077,437,0,0,0,0,0,0,9,127,3952,0,4088
Se32 不慮の事故,2011,8,2011-08-01,73,53,42,88,121,90,106,105,159,189,217,320,489,467,642,726,812,633,349,125,31,126,130,211,211,348,537,956,1368,1950,129,5966
Se33 交通事故,2011,8,2011-08-01,6,10,4,28,50,24,22,19,20,30,29,32,48,39,54,64,74,27,8,1,0,16,32,74,41,50,61,87,118,110,0,589
Se34 自殺,2011,8,2011-08-01,0,0,2,48,116,147,155,205,237,228,193,212,232,158,173,139,103,81,31,6,1,0,50,263,360,465,405,390,312,222,8,2475
総数,2011,9,2011-09-01,266,58,53,160,272,317,428,661,958,1152,1775,2991,5731,6362,8866,12921,16298,16787,12245,5952,1490,324,213,589,1089,2110,4766,12093,21787,52772,421,96164
Se01 結核,2011,9,2011-09-01,0,0,0,0,0,0,1,1,0,1,0,2,5,6,9,16,51,52,23,10,0,0,0,0,2,1,2,11,25,136,0,177
Se02 悪性新生物＜腫瘍＞,2011,9,2011-09-01,2,4,12,13,25,24,58,137,247,348,696,1399,2835,3163,3934,5094,5125,3972,1897,603,87,6,25,49,195,595,2095,5998,9028,11684,0,29675
Se03 食道の悪性新生物＜腫瘍＞,2011,9,2011-09-01,0,0,0,0,0,0,0,0,8,7,29,55,165,160,166,196,116,79,30,7,2,0,0,0,0,15,84,325,362,234,0,1020
Se04 胃の悪性新生物＜腫瘍＞,2011,9,2011-09-01,0,0,0,0,1,3,7,13,19,34,86,193,365,440,551,693,709,566,288,112,13,0,0,4,20,53,279,805,1244,1688,0,4093
Se05 結腸の悪性新生物＜腫瘍＞,2011,9,2011-09-01,0,0,1,0,1,0,5,15,20,27,56,114,196,238,359,412,452,370,223,101,13,0,1,1,20,47,170,434,771,1159,0,2603
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2011,9,2011-09-01,0,0,0,0,0,0,3,2,14,21,41,91,157,189,164,182,183,119,78,25,2,0,0,0,5,35,132,346,346,407,0,1271
